date,hour,R_S_M,G_S_M,B_S_M,R_G_M,G_G_M,B_G_M,PM25
2025-02-05,21:00,64.48236676356589,87.22705789728683,112.46641472868215,73.97459479166666,89.345684375,88.15044791666666,45.418583
2025-02-05,23:00,71.30149951550388,91.42298570736436,113.17688953488371,73.25825,89.20445104166667,92.44560625,51.288532
2025-02-05,22:00,68.93778464147287,90.564097625969,116.03725532945737,74.62735208333334,90.11354895833334,91.70033854166668,52.627319
2025-02-06,04:00,72.18826065891473,90.75656007751938,109.05814437984496,72.93670104166667,90.67030520833332,98.185340625,67.682693
2025-02-06,14:00,149.4425109011628,185.14861434108528,216.1112281976744,38.67862083333333,47.597315625,57.78422916666667,52.187408
2025-02-06,06:00,71.09324733527131,89.22109375,109.2128585271318,73.89358333333334,90.81797083333332,96.13162083333332,63.139137
2025-02-06,11:00,130.67790576550388,166.27020954457365,198.2670796996124,43.11116354166667,54.53451354166667,64.28552708333333,69.243103
2025-02-06,08:00,146.87785368217055,179.45172722868216,205.62444161821705,39.97481875,50.35904166666667,64.29308645833333,75.785034
2025-02-06,10:00,133.8582933624031,169.81522286821706,201.1000641957364,48.527310416666666,60.166305208333334,71.094809375,93.111267
2025-02-06,15:00,145.6188541666667,182.4748667635659,212.04358890503875,38.60554583333333,44.40552916666667,54.087355208333335,44.432262
2025-02-06,09:00,134.9778512596899,172.21785125968992,203.211613372093,49.62902604166667,58.90087604166666,66.86103541666667,87.300331
2025-02-06,13:00,136.8448074127907,174.7532582364341,205.92881419573644,42.56926875,47.2337125,57.079646875,45.92757
2025-02-06,05:00,70.63022407945736,89.60297238372092,109.40562136627906,72.91458333333334,90.510578125,97.74388854166666,70.230759
2025-02-06,07:00,79.58604287790698,115.68364825581396,152.16545421511628,72.764903125,81.581228125,70.3279625,69.793945
2025-02-09,22:00,85.27969597868217,103.65812863372092,117.56017926356589,67.02304270833334,83.857446875,92.10313333333332,24.745649
2025-02-09,19:00,91.8212621124031,111.57402495155038,129.56779554263565,60.782241666666664,76.755421875,81.18379375,23.041698
2025-02-09,23:00,86.62008599806201,105.44683260658914,120.53622940891474,64.58082916666666,81.54452916666666,89.63770520833333,25.744995
2025-02-09,18:00,99.1454566375969,134.93810925387598,169.9569706879845,58.8758875,66.59729479166667,60.904436458333336,19.873711
2025-02-09,17:00,127.8234241763566,162.3224188468992,195.43757873062015,46.74352291666667,60.74134166666666,73.811025,26.31526
2025-02-09,21:00,80.33031128875969,97.01408066860463,113.72388808139534,77.09115729166666,97.2524125,114.56856145833332,24.227987
2025-02-09,20:00,87.99188953488373,107.7017793120155,121.73921875,62.86845208333333,79.29083333333334,86.76310625,26.339893
2025-02-10,14:00,131.57110707364342,164.2646511627907,191.85628997093025,40.985080208333336,50.16870625,56.726391666666665,27.219687
2025-02-10,06:00,85.85960271317829,104.77690043604652,120.30379239341086,68.49957083333334,85.208790625,94.44220833333334,31.384129
2025-02-10,08:00,126.86327640503876,162.91303779069767,196.42094355620156,50.954225,63.91508125,75.23249166666666,31.806828
2025-02-10,12:00,129.56084423449613,163.69350532945737,194.74552083333333,45.506184375,57.515246875,67.240084375,33.349266
2025-02-10,09:00,132.88109617248062,167.35307655038758,199.29016957364345,50.62700520833334,63.924596875,75.25127916666666,32.143406
2025-02-10,11:00,133.6643883236434,168.28403464147286,198.50248183139536,50.119296875,64.02025208333333,75.33248541666667,28.373457
2025-02-10,10:00,123.19929626937984,157.65415455426356,190.05274345930232,52.25211458333333,65.194075,76.47358020833333,33.998997
2025-02-10,16:00,127.14679021317828,162.68345324612403,195.27392441860465,48.029097916666665,57.56583645833334,64.38189479166667,20.974154
2025-02-10,15:00,135.88321826550387,170.0955050872093,198.91350532945737,43.4117375,53.577986458333335,61.29938541666667,19.05378
2025-02-10,04:00,83.23389656007753,100.4191569767442,113.3912742248062,68.83634791666667,86.54887083333334,99.233778125,31.551815
2025-02-10,13:00,129.0097347383721,163.33111070736433,194.0526223352713,45.37725,55.11273958333334,61.99201458333334,26.01395
2025-02-10,05:00,84.19501090116279,100.81272407945735,114.43279190891472,71.47521458333334,89.65351875,103.606325,29.256432
2025-02-10,07:00,87.22614341085271,112.63521923449612,143.06342054263567,69.196246875,83.34038125,82.020353125,35.705147
2025-02-17,23:00,83.82681928294573,105.245,124.69375,67.28640625,81.14448645833333,81.531959375,17.252962
2025-02-17,22:00,83.90088905038759,105.06931686046512,123.85188347868215,67.11150104166667,80.37871041666666,80.52257395833334,21.75771
2025-02-17,19:00,84.3052761627907,106.62531734496125,121.8392781007752,64.95901145833334,77.59768854166667,73.549009375,25.768703
2025-02-17,21:00,84.00814316860465,105.96067950581396,123.53210755813951,66.30051666666667,79.47272916666667,77.93944375,31.082441
2025-02-17,20:00,82.93449733527132,105.30675872093023,121.0274394379845,65.46434166666667,78.6124875,76.10562604166667,28.273441
2025-02-17,18:00,122.32554263565892,159.47557170542635,193.2900545058139,46.235533333333336,53.847152083333334,58.85988125,16.54089
2025-02-18,17:00,128.79413759689922,164.29109375,197.28487403100775,45.229817708333336,56.617902083333334,65.90023854166667,41.370705
2025-02-18,13:00,129.65540092054263,163.48125968992247,192.36774224806203,46.26721666666667,57.211532291666664,64.55822708333334,33.252388
2025-02-18,06:00,87.623402374031,108.63414001937984,129.30350411821706,67.962559375,82.11536666666667,83.330440625,28.503496
2025-02-18,05:00,86.42520227713179,107.64734738372093,129.53991400193797,68.614975,82.96003229166666,85.49065833333333,20.629438
2025-02-18,09:00,129.40812742248062,166.39259811046512,199.9154106104651,56.36409166666667,65.19389583333333,71.29481041666666,30.162401
2025-02-18,08:00,124.8427156007752,164.04975654069767,201.76381540697673,60.741929166666665,68.42187604166666,73.805121875,27.934212
2025-02-18,11:00,135.8252531492248,170.05050024224806,198.60571342054263,50.389629166666666,61.552819791666664,70.42376041666667,26.320278
2025-02-18,10:00,139.2427894864341,172.79820373062014,201.78510053294573,45.36893645833333,56.669694791666664,66.232284375,28.002821
2025-02-18,04:00,85.42384326550388,106.72471899224806,127.92426477713178,67.91420729166667,81.64231770833334,83.82578541666666,24.424858
2025-02-18,15:00,129.07115067829457,163.9211179748062,194.7851090116279,48.651634375,59.01732916666667,66.419075,40.477386
2025-02-18,12:00,131.68899588178294,165.82304869186046,194.74731104651164,48.61855104166667,59.235075,66.86187291666667,33.248135
2025-02-18,14:00,130.66588420542635,165.12640625,194.56506177325585,46.5271125,57.110622916666664,64.257765625,30.824261
2025-02-18,07:00,101.2562027616279,137.52032824612402,175.51405523255815,60.49843020833333,66.85126875,58.099411458333336,21.048597
2025-02-18,16:00,127.77833212209302,163.07830184108528,194.3280293120155,48.88141458333333,60.10390520833333,68.610609375,32.070217
2025-02-20,17:00,141.53729408914728,171.6023098352713,196.71606831395349,26.643603125,36.888665625,49.883265625,36.817863
2025-02-20,12:00,139.42928779069769,171.53270712209303,198.35444161821707,33.54315625,46.691998958333336,58.07287604166667,44.871483
2025-02-20,15:00,172.01798449612403,203.4651235465116,223.74791666666667,36.065160416666664,49.47223541666666,62.297015625,42.035709
2025-02-20,14:00,173.52295421511627,206.0046511627907,227.07606468023255,38.652602083333335,52.285165625,66.86540833333333,44.697117
2025-02-20,13:00,160.3764534883721,192.86231468023257,218.068003875969,36.62917395833333,51.072797916666666,64.99578854166667,49.844761
2025-02-20,16:00,145.43531976744185,176.44965964147286,200.44457122093024,28.717226041666667,38.9658875,50.506360416666666,46.716801
2025-02-20,11:00,138.68389777131782,171.66612281976745,200.2065855135659,40.16006770833334,52.87428645833333,64.05862083333334,52.083092
2025-03-02,23:00,64.82856225775194,89.17590479651163,115.98988856589148,77.65993229166666,90.749146875,84.01421666666667,26.821283
2025-03-02,18:00,145.18806080426356,175.2494937015504,198.2005244670543,20.953810416666663,34.448422916666665,50.45786666666667,10.812473
2025-03-02,20:00,64.61080789728682,90.68015382751938,118.2175617732558,75.026625,86.96274791666667,77.1336625,15.320862
2025-03-02,16:00,134.0621039244186,168.71907945736433,197.17458454457363,32.66744375,36.397894791666666,44.068628125,21.393988
2025-03-02,22:00,64.51144622093024,89.31794089147287,115.76101744186046,75.953128125,88.46574791666667,80.94149791666666,19.885323
2025-03-02,15:00,147.32299660852712,186.74096051356588,215.26045906007752,47.951742708333335,42.317679166666665,50.59045208333333,9.625951
2025-03-02,21:00,64.94150557170542,90.03981589147287,116.2415249515504,74.498184375,87.05761979166667,78.91195520833334,12.110085
2025-03-02,19:00,69.72454093992248,100.91898740310076,136.57705426356588,72.91309270833334,82.09310729166667,67.08184479166667,14.383002
2025-03-02,17:00,136.4330402131783,169.50087936046512,196.82952640503876,29.818173958333333,35.83715625,42.932038541666664,15.446391
2025-03-03,13:00,133.86481710271318,170.04263808139535,202.6520954457364,36.97402708333333,45.448647916666665,52.28321354166667,32.625973
2025-03-03,05:00,66.86968507751938,88.15209665697674,114.22878149224806,77.53951354166666,91.74736458333334,88.90996354166667,37.859303
2025-03-03,06:00,67.0686070736434,90.97691497093024,121.2751199127907,77.96491666666667,91.8995,87.62739479166666,34.262989
2025-03-03,12:00,133.0880135658915,169.47828972868217,203.3861203972868,41.516540625,49.822492708333336,55.827646875,31.214245
2025-03-03,14:00,139.3855753391473,176.58566254844962,209.4401453488372,37.92585625,45.62198541666667,52.49921979166667,28.706848
2025-03-03,08:00,129.97552446705427,171.58533187984497,206.54161700581395,53.699677083333334,58.053052083333334,60.82777395833333,41.997269
2025-03-03,07:00,145.89091085271318,178.39803294573645,207.33370518410857,38.36663229166667,52.31213541666666,65.855803125,32.305332
2025-03-03,04:00,63.79918968023256,86.86992369186046,113.70466933139537,76.800640625,91.588221875,89.25917395833334,31.888865
2025-03-03,10:00,129.23892441860465,168.1643859011628,203.39595203488372,52.384655208333335,59.34914375,64.47913854166667,40.115334
2025-03-03,11:00,131.2916969476744,169.19647286821706,204.3570070251938,46.510283333333334,53.38506875,58.15695625,34.668827
2025-03-03,09:00,128.6161652131783,170.69195130813952,208.2165721899225,56.783684375,62.510041666666666,66.3019875,35.371948
2025-03-06,17:00,141.6004808624031,173.53743580426357,199.0091339631783,28.81836145833333,39.399965625,48.723184375,21.700668
2025-03-06,19:00,71.03751090116279,106.28125363372094,140.1079554263566,70.25751979166667,77.614290625,60.493260416666665,26.255398
2025-03-06,15:00,150.59889171511628,185.6719246608527,214.3646075581395,36.17658645833333,43.069828125,51.711775,30.165613
2025-03-06,21:00,65.73084786821705,89.97446463178295,116.55764171511628,73.97721875,86.81283333333333,79.42451354166667,25.265228
2025-03-06,23:00,64.63929748062016,87.08648861434108,114.13632751937983,75.58280104166667,89.67030104166666,85.65858645833333,42.036182
2025-03-06,20:00,66.11623304263566,90.48507751937984,114.20754239341083,72.673325,84.83506041666666,74.81357708333333,19.461077
2025-03-06,22:00,65.18426598837209,87.80181807170543,112.6067781007752,74.24088020833334,87.86854895833334,82.44934166666667,23.296209
2025-03-06,18:00,144.11448643410853,175.1416121608527,200.32476865310076,21.267589583333333,36.10047083333333,54.238338541666664,22.096312
2025-03-06,16:00,137.7470288275194,170.7256710271318,198.94100169573645,29.781751041666663,38.234548958333335,46.47207708333333,26.193525
2025-03-06,13:00,142.5409387112403,176.1361276647287,204.9436434108527,36.055392708333336,47.77958541666667,57.46683958333333,42.786766
2025-03-06,12:00,136.94571826550387,170.17130692829457,199.8465406976744,39.13243333333333,49.917857291666664,58.43584270833333,39.80011
2025-03-06,14:00,154.16277010658914,189.0839195736434,216.905453003876,36.503598958333335,46.95529166666667,57.288804166666665,35.386581
2025-03-07,04:00,69.75273619186046,90.08972989341083,112.9063820251938,74.78563645833333,89.12071666666667,87.70258229166667,43.098175
2025-03-07,10:00,132.23698643410853,169.52655159883722,202.51669331395348,49.162398958333334,56.36539270833333,61.006005208333335,41.556652
2025-03-07,06:00,69.13294210271317,94.8049394379845,128.71346656976743,76.84041041666667,90.44036354166668,85.09556458333333,46.993347
2025-03-07,07:00,138.7328730620155,174.49463541666665,207.64848837209303,46.890560416666666,56.66246145833333,66.18287395833333,41.457256
2025-03-07,05:00,70.73104045542635,90.52916182170544,114.06720687984496,75.40478020833334,89.56859479166667,87.777909375,46.57053
2025-03-07,09:00,134.54310440891473,173.5319694767442,206.99650678294577,53.606717708333335,59.171515625,61.8031625,45.568634
2025-03-07,11:00,136.63390867248063,171.91377785852714,203.45757873062016,44.07904583333333,52.789034375,59.05874166666667,43.103321
2025-03-07,08:00,134.47285489341084,172.69789970930233,203.52481468023257,52.37885416666666,58.10758645833333,61.48460729166667,43.071033
2025-03-11,21:00,87.49158066860466,109.84933139534884,127.5287984496124,62.12643229166667,76.42303958333333,75.34756875,20.394913
2025-03-11,23:00,84.65000847868217,104.02084665697674,124.5552507267442,67.65823958333333,84.01549166666666,86.290740625,34.028862
2025-03-11,16:00,129.239652374031,165.41952761627908,198.5036785368217,48.71448854166667,57.59011354166667,61.16082291666667,19.879993
2025-03-11,18:00,129.33832122093025,165.18375847868217,199.47634326550389,45.791871875,56.21935416666667,64.33385104166666,21.947315
2025-03-11,19:00,80.19673207364342,106.8518992248062,131.62262960271318,65.75714791666667,77.44493020833333,68.23050520833333,26.476301
2025-03-11,22:00,82.47676962209302,102.43208454457364,122.5339304748062,65.075471875,81.42857604166667,81.59741145833334,22.898483
2025-03-11,17:00,135.99619307170542,171.01484132751938,203.6250823643411,42.57984270833333,52.099503125,57.584509375,21.287151
2025-03-12,15:00,132.68329093992247,168.1336543120155,200.69238735465115,44.04605625,52.872869791666666,55.97342604166667,9.219563
2025-03-12,08:00,133.7688687015504,168.41720930232557,200.68006782945736,32.12167395833333,39.039932291666666,43.25919375,15.284793
2025-03-12,04:00,91.71496971899224,111.96137354651162,129.50098958333334,61.68085625,77.46902291666666,81.2964,25.736008
2025-03-12,14:00,131.31715964147287,166.44672601744185,198.6461785368217,49.718075,57.485763541666664,59.24981145833333,10.74988
2025-03-12,13:00,127.5857570251938,163.47288154069767,196.37038396317828,51.704321875,59.46137395833333,61.71183333333333,8.463468
2025-03-12,06:00,89.6084375,110.18120397286822,133.41644743217054,66.49403958333333,83.16069479166667,83.46261145833333,23.887953
2025-03-12,10:00,145.5337475775194,179.9657715600775,210.35635416666668,35.00320416666667,41.5753375,45.26375625,12.059056
2025-03-12,09:00,141.4639898255814,179.05893531976744,213.14470445736436,45.246,50.00934375,49.60307708333333,11.379191
2025-03-12,11:00,140.0169307170543,174.9957788275194,205.47537790697675,42.772441666666666,51.330423958333334,55.17209166666667,8.73152
2025-03-12,05:00,89.4313578003876,108.17588541666667,127.43832485465116,67.75733333333334,85.45360625,91.50749166666668,21.461851
2025-03-12,07:00,136.83710150193798,172.32030523255813,203.7580922965116,52.173292708333335,61.754890625,67.42553958333333,16.721567
2025-03-12,12:00,132.02154312015503,166.41910368217054,197.58221293604652,47.718351041666665,56.20148020833334,60.338827083333335,6.985216
2025-03-24,18:00,137.82171753875969,172.64898861434108,201.54306807170545,34.96785104166667,42.02653645833333,45.60946875,4.90134
2025-03-24,20:00,50.45746729651163,77.35164970930232,108.601179748062,80.020390625,92.06354479166669,75.48321666666666,3.136857
2025-03-24,15:00,133.51410368217054,167.6956867732558,197.94042756782943,20.988761458333332,26.363540625,34.04577916666667,10.94049
2025-03-24,16:00,135.32493338178296,169.85887839147287,202.29107921511627,34.3232,43.421448958333336,48.13398541666667,7.658343
2025-03-24,17:00,132.23759205426356,167.6625145348837,201.23306322674415,35.385817708333335,42.35962083333333,44.79247395833333,6.126674
2025-03-24,22:00,56.69923207364341,81.27524467054263,115.44487766472868,79.69234166666666,91.97900208333331,80.754584375,4.522963
2025-03-24,19:00,131.81930111434107,167.71685683139535,197.84430595930232,33.161725,36.40959895833333,38.73271770833333,3.921071
2025-03-24,21:00,52.37094718992248,78.71036700581395,112.19828003875968,79.54526145833333,92.17582708333332,77.01526145833333,5.536436
2025-03-24,23:00,56.83858890503876,80.98019500968992,113.38917393410853,79.68249270833333,92.58815729166666,83.30743645833333,6.227459
2025-03-25,07:00,127.5951441375969,172.38472868217053,208.8856359011628,56.89700729166667,56.207598958333335,52.52243645833333,24.680025
2025-03-25,16:00,137.2400024224806,170.99530765503877,201.2107449127907,29.14573645833333,33.18723958333333,37.26850104166667,12.210404
2025-03-25,08:00,120.25324127906975,168.40332364341086,212.32907824612403,63.412315625,63.256827083333334,56.24409895833333,30.056429
2025-03-25,04:00,62.73157824612403,85.38325944767442,113.68814074612403,77.973409375,92.08903229166668,87.66363020833333,21.347309
2025-03-25,13:00,142.10465843023255,175.29488735465117,204.0246245155039,26.555763541666668,37.17138020833333,46.36743020833333,22.677238
2025-03-25,14:00,140.09009326550387,175.9995215600775,208.33480983527133,36.839845833333335,46.671676041666665,51.189252083333336,24.919193
2025-03-25,15:00,140.27660125968993,173.57416061046513,203.8659980620155,21.21289270833333,26.32611875,35.305234375,17.443436
2025-03-25,06:00,110.52347868217056,152.82425750968991,188.28164849806203,62.818616666666664,61.312414583333336,55.29883854166667,26.539787
2025-03-25,12:00,138.87731104651164,171.97271196705427,201.0034314437985,29.026371875,36.58693854166667,43.852691666666665,16.637266
2025-03-25,11:00,130.1655171996124,168.153820251938,204.5600569282946,48.795875,54.87728958333334,56.28423541666667,23.767525
2025-03-25,05:00,63.29422117248062,86.34805232558139,116.1216569767442,78.10454791666666,92.70725208333332,88.761915625,19.721258
2025-03-25,10:00,122.5435343992248,164.61908066860465,204.77223231589147,56.41107708333333,59.861042708333336,57.55241354166667,20.662907
2025-03-25,09:00,119.33030765503877,166.11797359496123,209.56814680232557,62.12600833333333,63.07603854166667,57.513546875,27.192045
2025-03-27,16:00,134.74452156007752,169.53281855620156,200.822585998062,32.74828125,39.998526041666665,42.976932291666664,9.484799
2025-03-27,13:00,133.49994428294573,167.7269597868217,198.54193313953488,40.530570833333336,49.89680729166667,53.69716770833333,26.352533
2025-03-27,23:00,58.01303657945736,82.5972722868217,114.90640867248062,79.82395520833333,92.23068645833334,82.83567604166667,5.046718
2025-03-27,11:00,132.38326065891474,168.2598716085271,200.64676477713175,45.118695833333334,54.45359166666667,59.317563541666665,29.799683
2025-03-27,19:00,124.94723837209304,159.99645954457364,192.2817914244186,39.259409375,45.20156458333334,46.879228125,4.24919
2025-03-27,15:00,134.97450096899226,170.52294331395348,202.8850218023256,37.062052083333334,45.706121875,49.767296875,13.549714
2025-03-27,21:00,59.42859375,85.72469113372092,112.85082848837207,77.16166145833333,89.72458854166666,76.77933125,3.332175
2025-03-27,22:00,59.93369549418605,85.95167877906977,116.17913759689922,78.37760833333333,90.876603125,79.23930625,2.66574
2025-03-27,18:00,140.85786821705426,173.00308502906978,198.7088226744186,27.766091666666668,35.940160416666664,43.717536458333335,5.311488
2025-03-27,10:00,129.05802567829457,168.4868253391473,205.4842768895349,55.9879625,62.893051041666666,65.00473333333333,33.304668
2025-03-27,17:00,136.797066375969,169.94782218992248,198.8793604651163,30.919107291666663,38.531166666666664,43.866761458333336,6.639359
2025-03-27,20:00,64.69241400193799,91.6445918120155,117.21479045542635,73.06122291666667,85.47402083333333,72.144159375,3.399352
2025-03-27,12:00,134.8872238372093,170.03843992248062,201.6163892926357,42.416153125,52.10140520833333,57.0703625,23.172661
2025-03-27,14:00,139.77378875968992,173.32659035852714,202.0611676356589,32.80770833333333,40.5915125,45.653403125,19.356735
2025-03-28,05:00,56.683258236434106,81.6879808624031,115.2225218023256,81.8817,95.19789479166668,86.14943541666666,10.56361
2025-03-28,09:00,129.1153488372093,170.1085695251938,207.96671511627903,54.65910520833334,59.282078125,57.72113229166666,15.163108
2025-03-28,04:00,57.205724321705425,81.52554748062016,112.57601380813954,80.59329375,93.62191145833332,84.86934270833333,14.401361
2025-03-28,07:00,133.08042635658916,173.91522286821706,209.15516351744185,52.766296875,54.83468333333333,52.108976041666665,
2025-03-28,08:00,127.77364583333332,169.75558987403102,208.6740625,57.60416875,60.749365625,57.154471875,17.720764
2025-03-28,06:00,117.08136385658916,161.3140394864341,201.3031686046512,62.9850875,61.77359375,55.703128125,20.445492
2025-04-01,18:00,138.67135416666667,172.21083817829458,201.6052216569767,37.476613541666666,47.3108,51.22295,4.942371
2025-04-01,21:00,62.97287790697674,88.18301719961241,114.27522165697674,76.59908645833333,89.077171875,73.62536875,10.069014
2025-04-01,22:00,64.62970324612404,89.39675993217054,117.98333938953488,77.64825833333333,89.86513541666666,76.8728,8.055211
2025-04-01,20:00,114.91843992248062,152.73203246124032,188.4445070251938,46.68564375,52.46781875,48.60293333333333,3.163118
2025-04-01,23:00,65.79595687984497,90.03656976744186,118.30720324612405,77.4535,89.93230729166666,78.74335416666666,8.083686
2025-04-01,16:00,136.7718144379845,169.33343144379845,197.08460392441864,30.457517708333334,38.30777916666667,42.61204583333333,7.722456
2025-04-01,19:00,127.05005329457364,160.84290576550387,192.51881904069768,36.70868125,47.505116666666666,52.469370833333336,3.953897
2025-04-02,04:00,76.36675993217054,99.05817829457364,122.83244307170544,74.96638645833333,88.68123541666667,81.79865833333334,8.987991
2025-04-02,15:00,140.00803415697675,173.90462088178293,203.8988832364341,34.479838541666666,45.218466666666664,49.214732291666664,13.314403
2025-04-02,11:00,135.19812984496124,170.68750847868216,202.49888565891473,51.838571875,60.401609375,60.40320833333333,6.843807
2025-04-02,09:00,133.45757994186047,168.5761773255814,201.1622819767442,41.85170729166666,50.733955208333334,52.197070833333335,13.966952
2025-04-02,06:00,77.91774103682171,101.27664365310078,126.60949006782946,73.61679895833333,86.49461354166667,79.45612708333333,11.718544
2025-04-02,05:00,81.61137960271317,105.05848958333333,129.3894113372093,74.02989166666667,87.73224583333334,81.62057708333333,7.190393
2025-04-02,10:00,138.94369670542636,175.98455062984496,210.21101501937983,51.86439375,59.489678125,57.735282291666664,9.776866
2025-04-02,08:00,90.88480741279068,137.3094343507752,190.01733527131785,88.28508541666666,94.90667708333334,87.30083229166667,16.953079
2025-04-02,12:00,135.26039970930233,170.06560804263566,201.77680838178296,49.59593125,57.75249375,58.215044791666664,11.783854
2025-04-02,14:00,142.24645712209303,175.2774273255814,205.0602785852713,40.112428125,48.333782291666665,50.25845625,13.559188
2025-04-02,13:00,135.79368217054264,169.90081395348838,200.21682897286823,43.9763375,52.291428125,53.02648541666667,9.427083
