Date,Hour,R_S_M,G_S_M,B_S_M,R_G_M,G_G_M,B_G_M,PM25,T2M,U_10,V_10,TP,SP,GP,BLH,T_500,U_500,V_500,GP_500,T_850,U_850,V_850,GP_850
18/02/2025,15:00,129.0711507,163.921118,194.785109,48.65163438,59.01732917,66.419075,40.477386,278.83337,-2.9133892,0.57920456,0,100471.5,1411.3127,796.89014,252.08571,9.70434,-12.777176,54851.227,271.83734,-0.20729351,0.81308556,14545.282
18/02/2025,16:00,127.7783321,163.0783018,194.3280293,48.88141458,60.10390521,68.61060938,32.070217,278.2091,-2.990179,0.5011749,0,100508.25,1411.3127,731.10913,252.22685,10.28837,-12.637756,54878.375,271.57513,-0.22501755,1.2432146,14569.365
18/02/2025,17:00,128.7941376,164.2910938,197.284874,45.22981771,56.61790208,65.90023854,41.370705,277.60583,-2.4217958,0.23429489,0,100578.125,1411.3127,504.24222,252.37512,10.536383,-13.082746,54920.426,271.12567,-0.36151505,1.1779671,14617.838
20/02/2025,11:00,138.6838978,171.6661228,200.2065855,40.16006771,52.87428646,64.05862083,52.083092,280.84814,-0.029081345,-0.8346796,0,101373.625,1411.3127,624.2927,251.72206,-0.8844772,-7.3220625,55693.77,275.42737,-1.8104382,0.030342102,15333.15
20/02/2025,12:00,139.4292878,171.5327071,198.3544416,33.54315625,46.69199896,58.07287604,44.871483,281.8346,-0.47683144,-0.38136005,0,101301.81,1411.3127,638.2092,252.09508,-0.8122158,-7.3683205,55721.08,275.399,-0.9200344,-0.6678982,15316.464
20/02/2025,13:00,160.3764535,192.8623147,218.0680039,36.62917396,51.07279792,64.99578854,49.844761,282.5171,-0.74753094,0.83924484,0,101216.94,1411.3127,595.53735,252.4815,-0.8595581,-6.848916,55729.1,275.80118,-0.17292309,-2.207181,15303.694
20/02/2025,14:00,173.5229542,206.0046512,227.0760647,38.65260208,52.28516563,66.86540833,44.697117,282.91724,-0.7024851,1.5926049,0,101186.56,1411.3127,591.85596,252.73685,0.103549,-6.590111,55762.29,276.18985,-0.59123135,-2.7759285,15311.639
20/02/2025,15:00,172.0179845,203.4651235,223.7479167,36.06516042,49.47223542,62.29701563,42.035709,282.9751,-0.76588154,1.6611116,0,101162.875,1411.3127,579.99884,252.85394,1.3119626,-6.8726873,55779.633,276.50266,-1.1728888,-2.3482752,15300.204
20/02/2025,16:00,145.4353198,176.4496596,200.4445712,28.71722604,38.9658875,50.50636042,46.716801,282.4076,-0.88325596,1.0661862,0,101190.81,1411.3127,424.6326,252.94212,2.1778002,-7.6751747,55819.6,276.66858,-1.0754709,-2.0048704,15318.934
20/02/2025,17:00,141.5372941,171.6023098,196.7160683,26.64360313,36.88866563,49.88326563,36.817863,280.3269,-1.5285826,0.83207035,0,101241.44,1411.3127,90.61894,253.04897,2.3172655,-8.488204,55873.79,276.78885,-0.88127804,-1.8421907,15354.752
02/03/2025,15:00,147.3229966,186.7409605,215.2604591,47.95174271,42.31767917,50.59045208,9.625951,286.92798,-1.3490171,-0.13985348,0,101017.19,1411.3127,1270.4756,249.27333,3.2654076,2.562208,55176,272.45477,-2.9763355,-1.6720476,15237.951
02/03/2025,16:00,134.0621039,168.7190795,197.1745845,32.66744375,36.39789479,44.06862813,21.393988,286.505,-0.660573,0.79490566,0,101018.44,1411.3127,450.38232,249.51599,2.019764,1.7268505,55211.832,273.18677,-3.9885416,-1.9818516,15246.729
02/03/2025,17:00,136.4330402,169.5008794,196.8295264,29.81817396,35.83715625,42.93203854,15.446391,285.62402,-0.45133877,1.0633736,0,101041.375,1411.3127,70.67508,249.72134,0.6757927,1.4485569,55253.508,273.63116,-5.118638,-2.2546158,15265.457
02/03/2025,18:00,145.1880608,175.2494937,198.2005245,20.95381042,34.44842292,50.45786667,10.812473,282.20947,-0.18788815,0.45410824,0,101070.69,1411.3127,32.089294,249.75267,-0.056280136,1.2366533,55292.223,273.703,-5.1993933,-1.893961,15281.137
02/03/2025,19:00,69.72454094,100.9189874,136.5770543,72.91309271,82.09310729,67.08184479,14.383002,280.5846,-0.21267414,0.09713459,0,101126.81,1411.3127,22.63292,249.70064,-0.5213661,0.6020775,55350.527,273.7072,-4.7771606,-1.1455059,15316.033
02/03/2025,20:00,64.6108079,90.68015383,118.2175618,75.026625,86.96274792,77.1336625,15.320862,279.93945,-0.6946373,0.052373886,0,101157.44,1411.3127,19.980625,249.7274,-1.2335224,0.2040453,55372.6,273.66092,-4.4050703,-0.687582,15330.377
02/03/2025,21:00,64.94150557,90.03981589,116.241525,74.49818438,87.05761979,78.91195521,12.110085,279.40588,-1.0010719,0.27789688,0,101188.31,1411.3127,22.163109,249.80467,-1.8673496,0.5185795,55383.637,273.70786,-3.9922476,-0.292799,15347.088
02/03/2025,22:00,64.51144622,89.31794089,115.7610174,75.95312813,88.46574792,80.94149792,19.885323,278.15234,-0.54358387,0.16610718,0,101193.31,1411.3127,24.017147,250.06302,-0.7897949,0.18232536,55392.72,273.7082,-0.7775526,-1.7773371,15367.619
02/03/2025,23:00,64.82856226,89.1759048,115.9898886,77.65993229,90.74914688,84.01421667,26.821283,277.50012,0.30725765,-0.63155746,0,101207.25,1411.3127,18.532955,249.95593,-0.36416626,-1.042263,55409.47,273.74506,-0.6891031,-0.5635996,15375.294
03/03/2025,04:00,63.79918968,86.86992369,113.7046693,76.80064063,91.58822188,89.25917396,31.888865,276.05334,0.106785774,-1.6025524,0,101142.81,1411.3127,28.272333,250.33334,-6.4379454,0.37216282,55388.86,273.2947,-1.7537079,0.6255617,15296.799
03/03/2025,05:00,66.86968508,88.15209666,114.2287815,77.53951354,91.74736458,88.90996354,37.859303,275.75183,0.11167216,-1.4652328,0,101158.56,1411.3127,28.076004,250.41269,-7.756654,1.9796457,55413.805,273.3664,-1.7566814,-0.032868385,15306.564
03/03/2025,06:00,67.06860707,90.97691497,121.2751199,77.96491667,91.8995,87.62739479,34.262989,275.24414,0.32302612,-1.3851814,0,101156.5,1411.3127,31.546188,250.69649,-8.644432,3.981792,55426.844,273.50824,-1.3465328,-0.60848236,15298.928
03/03/2025,07:00,145.8909109,178.3980329,207.3337052,38.36663229,52.31213542,65.85580313,32.305332,276.64954,0.69804835,-1.4544106,0,101176.5,1411.3127,42.47459,250.99171,-8.749443,5.823036,55458.516,273.70306,-0.7748928,-1.2402229,15308.605
03/03/2025,08:00,129.9755245,171.5853319,206.541617,53.69967708,58.05305208,60.82777396,41.997269,279.95404,0.72258425,-0.8450022,0,101213.875,1411.3127,73.826584,251.18239,-8.207656,6.827694,55510.727,273.97293,-0.312891,-1.7108698,15336.798
03/03/2025,09:00,128.6161652,170.6919513,208.2165722,56.78368438,62.51004167,66.3019875,35.371948,282.71863,0.758217,-0.10366142,0,101214.75,1411.3127,165.00992,251.23227,-7.301218,6.777687,55540.156,274.27643,0.0397501,-1.9845839,15345.137
03/03/2025,10:00,129.2389244,168.1643859,203.395952,52.38465521,59.34914375,64.47913854,40.115334,284.6211,1.0826494,0.17036754,0,101172.75,1411.3127,338.29663,251.20927,-6.2930183,5.992222,55598.67,274.78906,2.0983353,-1.7570782,15355.079
03/03/2025,11:00,131.2916969,169.1964729,204.357007,46.51028333,53.38506875,58.15695625,34.668827,286.0327,0.64746916,0.11572397,0,101133.31,1411.3127,508.26367,251.12553,-5.4361973,5.4413214,55609.887,275.43713,1.7424059,-1.7791862,15348.684
03/03/2025,12:00,133.0880136,169.4782897,203.3861204,41.51654063,49.82249271,55.82764688,31.214245,287.13428,0.045903206,-0.0323143,0,101044.125,1411.3127,727.4253,250.95891,-4.9221,4.7843704,55587.953,276.11755,0.85005856,-1.2658176,15309.766
03/03/2025,13:00,133.8648171,170.0426381,202.6520954,36.97402708,45.44864792,52.28321354,32.625973,287.89673,-0.016902924,0.039809227,0,100945.06,1411.3127,842.26294,250.82416,-4.7530365,4.1531515,55540.07,276.67148,0.3031397,-0.8932619,15261.112
03/03/2025,14:00,139.3855753,176.5856625,209.4401453,37.92585625,45.62198542,52.49921979,28.706848,288.54736,-0.08389187,0.5283966,0,100896.56,1411.3127,842.7903,250.96788,-4.483074,3.6993065,55540.242,277.03128,-0.34793472,-0.8793621,15246.313
06/03/2025,12:00,136.9457183,170.1713069,199.8465407,39.13243333,49.91785729,58.43584271,39.80011,289.70886,-1.2360497,1.6430578,0,100942,1411.3127,731.636,252.76768,2.5708709,13.372739,55571.12,275.94904,-5.344942,1.840045,15293.297
06/03/2025,13:00,142.5409387,176.1361277,204.9436434,36.05539271,47.77958542,57.46683958,42.786766,290.42578,-1.6271744,1.1067675,0,100868.875,1411.3127,826.74976,252.87643,1.1290607,12.806206,55537.594,276.31555,-5.46657,2.09532,15248.822
06/03/2025,14:00,154.1627701,189.0839196,216.905453,36.50359896,46.95529167,57.28880417,35.386581,290.73938,-1.722765,0.5133085,0,100795.625,1411.3127,850.21387,252.89429,0.21366978,12.596576,55511.258,276.54355,-5.165554,2.0563412,15201.519
06/03/2025,15:00,150.5988917,185.6719247,214.3646076,36.17658646,43.06982813,51.711775,30.165613,290.79565,-1.463501,0.3909645,0,100755.75,1411.3127,807.2063,252.82968,-0.19457436,12.265236,55487.773,276.60098,-4.6308527,1.9162426,15176.578
06/03/2025,16:00,137.7470288,170.725671,198.9410017,29.78175104,38.23454896,46.47207708,26.193525,290.21655,-0.70366,0.37777233,0,100729,1411.3127,284.9975,252.71335,-0.2567529,11.76751,55447.973,276.63535,-4.0066175,1.8413414,15156.866
06/03/2025,17:00,141.6004809,173.5374358,199.009134,28.81836146,39.39996563,48.72318438,21.700668,288.2334,-1.3674679,0.2754221,0,100735.81,1411.3127,47.995377,252.50381,-0.22372627,11.038403,55432.984,276.62613,-3.4342127,1.7423487,15160.446
06/03/2025,18:00,144.1144864,175.1416122,200.3247687,21.26758958,36.10047083,54.23833854,22.096312,285.32776,-1.8558702,-0.24884987,0,100745.75,1411.3127,29.450127,252.20271,-0.32039165,10.100916,55421.29,276.55164,-3.1181078,1.7350633,15165.08
06/03/2025,19:00,71.0375109,106.2812536,140.1079554,70.25751979,77.61429063,60.49326042,26.255398,283.7827,-1.8160601,-0.53989315,0,100778.81,1411.3127,26.965244,251.86812,-1.056262,9.150428,55419.89,276.3953,-2.835287,1.836413,15186.32
06/03/2025,20:00,66.11623304,90.48507752,114.2075424,72.673325,84.83506042,74.81357708,19.461077,283.09338,-1.6843586,-0.74524784,0,100801.75,1411.3127,25.893188,251.59267,-2.2425985,8.901431,55397.65,276.21033,-2.452837,1.9406024,15196.52
06/03/2025,21:00,65.73084787,89.97446463,116.5576417,73.97721875,86.81283333,79.42451354,25.265228,282.06018,-1.419507,-1.1004133,0,100806.5,1411.3127,25.469772,251.35367,-2.9623957,9.27739,55358.88,276.08832,-2.0769339,1.9500926,15191.883
06/03/2025,22:00,65.18426599,87.80181807,112.6067781,74.24088021,87.86854896,82.44934167,23.296209,281.95654,-1.5822067,-1.2849703,0,100779.875,1411.3127,31.250849,251.63683,-4.309167,9.148366,55290.855,276.81894,-1.6385632,1.4443998,15193.398
06/03/2025,23:00,64.63929748,87.08648861,114.1363275,75.58280104,89.67030104,85.65858646,42.036182,281.21997,-0.87381935,-1.7153931,0,100773.19,1411.3127,25.580906,251.3669,-3.5644417,8.420353,55257.773,276.87024,-0.7623701,1.4216772,15181.787
07/03/2025,04:00,69.75273619,90.08972989,112.906382,74.78563646,89.12071667,87.70258229,43.098175,278.14172,0.026533127,-0.7145977,0,100588.69,1411.3127,22.90715,250.47684,0.8048004,3.647378,54978.812,276.4522,-1.2750683,-0.09667206,14994.519
07/03/2025,05:00,70.73104046,90.52916182,114.0672069,75.40478021,89.56859479,87.77790938,46.57053,278.01672,0.18810081,-0.4012432,0,100573.06,1411.3127,23.391184,250.5706,1.2897007,2.676385,54960.758,276.3686,-1.6112804,-0.17281818,14968.283
07/03/2025,06:00,69.1329421,94.80493944,128.7134666,76.84041042,90.44036354,85.09556458,46.993347,277.69995,0.29616737,-0.9265785,0,100560.81,1411.3127,22.341854,250.88492,1.2401015,1.9572725,54947.07,276.1641,-1.8245287,-0.4610815,14938.873
07/03/2025,07:00,138.7328731,174.4946354,207.6484884,46.89056042,56.66246146,66.18287396,41.457256,279.23145,-0.27126598,-1.3192997,0,100579.875,1411.3127,23.956753,251.23274,0.66430914,1.9818592,54954.504,275.94855,-1.8823557,-0.9850769,14935.692
07/03/2025,08:00,134.4728549,172.6978997,203.5248147,52.37885417,58.10758646,61.48460729,43.071033,282.3275,-0.58251053,-0.8060188,0,100591.56,1411.3127,64.93469,251.44476,0.4206624,2.5720205,54965.906,275.82217,-2.00422,-1.4824677,14938.582
07/03/2025,09:00,134.5431044,173.5319695,206.9965068,53.60671771,59.17151563,61.8031625,45.568634,285.21692,-0.65867233,-0.024798632,0,100598.56,1411.3127,209.64374,251.53075,0.67800826,3.2754803,54986.21,275.7528,-2.2299967,-1.6475172,14949.947
07/03/2025,10:00,132.2369864,169.5265516,202.5166933,49.16239896,56.36539271,61.00600521,41.556652,287.2622,-0.5427675,0.67291015,0,100544.19,1411.3127,455.2173,251.76123,2.2958708,3.8991776,55054.293,277.08603,-1.5989666,-2.1539087,14956.36
07/03/2025,11:00,136.6339087,171.9137779,203.4575787,44.07904583,52.78903438,59.05874167,43.103321,288.3733,-0.5864506,0.8969368,0,100501.94,1411.3127,653.10034,251.80318,3.0688524,3.5915413,55052.66,277.13907,-2.0237598,-1.1318712,14944.026
11/03/2025,16:00,129.2396524,165.4195276,198.5036785,48.71448854,57.59011354,61.16082292,19.879993,285.2898,-0.12890893,0.8076292,0.000161378,98727,1411.3127,262.74655,249.32413,15.112465,9.405736,53630.055,275.8794,2.9772816,4.318866,13467.9375
11/03/2025,17:00,135.9961931,171.0148413,203.6250824,42.57984271,52.09950313,57.58450938,21.287151,284.9641,-0.75824356,0.5693273,0.000143067,98742.5,1411.3127,99.59027,249.28212,13.999365,8.502353,53625.332,275.84702,2.8113327,5.135625,13478.961
11/03/2025,18:00,129.3383212,165.1837585,199.4763433,45.79187188,56.21935417,64.33385104,21.947315,284.48242,-1.1268559,0.21908444,0.000439018,98737.75,1411.3127,72.0441,249.17874,12.715561,8.04746,53612.902,275.97623,2.6788673,5.440903,13476.656
11/03/2025,19:00,80.19673207,106.8518992,131.6226296,65.75714792,77.44493021,68.23050521,26.476301,284.21362,-1.6689396,0.19601715,0.000474109,98739.75,1411.3127,87.72926,249.12317,10.690145,7.9000025,53617.67,276.2361,2.1503305,5.9738445,13477.199
11/03/2025,21:00,87.49158067,109.8493314,127.5287984,62.12643229,76.42303958,75.34756875,20.394913,283.60925,-1.6700401,-0.32018262,0.000202925,98686.44,1411.3127,108.11711,248.97702,7.3648224,9.145534,53570.535,276.0744,2.3845835,6.2871895,13427.672
11/03/2025,22:00,82.47676962,102.4320845,122.5339305,65.07547188,81.42857604,81.59741146,22.898483,283.411,-2.5426664,-0.31771374,0.000636174,98600.56,1411.3127,218.1864,249.72118,6.8046417,11.960595,53503.15,276.10052,1.2185307,6.3748865,13386.906
11/03/2025,23:00,84.65000848,104.0208467,124.5552507,67.65823958,84.01549167,86.29074063,34.028862,283.32178,-2.6214123,-0.8084526,0.000447497,98543.125,1411.3127,226.94171,249.52475,4.8468018,12.184579,53460.926,275.67273,0.72294044,5.307968,13332.93
12/03/2025,04:00,91.71496972,111.9613735,129.5009896,61.68085625,77.46902292,81.2964,25.736008,282.8457,-0.6119318,-0.880003,0.001320567,98219.5,1411.3127,206.86098,249.60532,5.484041,10.851908,53152.566,275.10394,-5.0114527,3.967753,13004.911
12/03/2025,05:00,89.4313578,108.1758854,127.4383249,67.75733333,85.45360625,91.50749167,21.461851,282.57227,0.2938547,-0.8645773,0.001208929,98233.19,1411.3127,59.58069,249.35954,7.166726,9.174835,53116.61,274.8797,-4.8177586,4.823197,13005.935
12/03/2025,06:00,89.6084375,110.181204,133.4164474,66.49403958,83.16069479,83.46261146,23.887953,282.0796,0.4449225,-1.2527475,0.002004321,98269.625,1411.3127,169.48376,249.25493,8.793742,7.9248285,53138.918,274.7672,-2.6301117,5.1363516,13031.695
12/03/2025,07:00,136.8371015,172.3203052,203.7580923,52.17329271,61.75489063,67.42553958,16.721567,281.88806,0.14060819,-1.6482944,0.000635004,98267.81,1411.3127,196.4037,249.51755,9.553235,7.527504,53146.973,274.77722,0.006369591,5.42332,13027.014
12/03/2025,08:00,133.7688687,168.4172093,200.6800678,32.12167396,39.03993229,43.25919375,15.284793,282.11157,-0.251956,-1.4443846,0.000116812,98305.375,1411.3127,247.80988,249.62944,10.4817505,7.400635,53175.695,274.8261,2.0331764,6.147454,13054.359
12/03/2025,09:00,141.4639898,179.0589353,213.1447045,45.246,50.00934375,49.60307708,11.379191,282.65283,-0.7258177,-0.92732525,5.65E-05,98331.81,1411.3127,211.2835,249.74841,10.916834,7.090213,53190.746,274.72668,3.4511042,6.0137815,13076.291
12/03/2025,10:00,145.5337476,179.9657716,210.3563542,35.00320417,41.5753375,45.26375625,12.059056,283.60254,-0.9848385,0.5409899,3.18E-05,98348.5,1411.3127,432.742,250.07324,9.278543,8.867779,53230.883,275.31494,3.3172522,4.1905975,13100.111
12/03/2025,11:00,140.0169307,174.9957788,205.4753779,42.77244167,51.33042396,55.17209167,8.73152,284.40698,-0.76241016,0.08921182,5.09E-05,98317.875,1411.3127,444.0524,249.70589,7.1683626,10.804408,53220.34,275.5335,2.5206146,4.619908,13098.201
12/03/2025,12:00,132.0215431,166.4191037,197.5822129,47.71835104,56.20148021,60.33882708,6.985216,284.77515,-0.9475899,-0.59584713,3.55E-05,98251.5,1411.3127,616.36035,249.20668,6.021654,11.995613,53156.137,275.56586,2.7715635,5.189557,13054.758
12/03/2025,13:00,127.585757,163.4728815,196.370384,51.70432188,59.46137396,61.71183333,8.463468,284.7693,-1.4896765,-0.87460804,3.60E-05,98203.625,1411.3127,499.96143,249.28622,6.2077246,12.701611,53119.402,275.59003,3.4823284,5.4197636,13021.385
12/03/2025,14:00,131.3171596,166.446726,198.6461785,49.718075,57.48576354,59.24981146,10.74988,284.44702,-1.9205542,-1.1165142,1.96E-05,98132.375,1411.3127,470.49707,249.58809,5.570342,12.433154,53074.39,275.52966,3.555293,4.58363,12963.965
12/03/2025,15:00,132.6832909,168.1336543,200.6923874,44.04605625,52.87286979,55.97342604,9.219563,284.2859,-2.0954132,-0.9805689,1.89E-05,98068.44,1411.3127,507.8777,249.77411,4.8000536,11.661499,53038.133,275.4687,2.982751,3.7378516,12916.953
24/03/2025,15:00,133.5141037,167.6956868,197.9404276,20.98876146,26.36354063,34.04577917,10.94049,289.9414,0.359374,-1.002677,3.62E-06,99569.125,1411.3127,959.40845,247.86096,3.5057306,3.084706,54311.047,276.90015,1.192234,1.6881417,14241.872
24/03/2025,16:00,135.3249334,169.8588784,202.2910792,34.3232,43.42144896,48.13398542,7.658343,289.59668,0.42655158,0.030895352,0,99568.875,1411.3127,654.43524,247.98434,2.2835417,2.6218061,54349.586,276.81985,1.447505,0.8048954,14246.052
24/03/2025,17:00,132.2375921,167.6625145,201.2330632,35.38581771,42.35962083,44.79247396,6.126674,288.00952,0.34141582,1.2907044,1.43E-06,99604.5,1411.3127,99.02428,248.0302,1.1033211,2.2599275,54380.957,276.80246,0.9207592,-0.08736038,14274.485
24/03/2025,18:00,137.8217175,172.6489886,201.5430681,34.96785104,42.02653646,45.60946875,4.90134,285.81287,0.73928255,1.9327865,0,99639.31,1411.3127,77.94438,248.01973,0.1268835,2.2258735,54417.277,277.0794,-0.08883476,-0.8528795,14302.695
24/03/2025,19:00,131.8193011,167.7168568,197.844306,33.161725,36.40959896,38.73271771,3.921071,284.99646,1.4054244,1.4082748,0,99687.625,1411.3127,65.368706,247.99986,-1.1162548,2.3562958,54461.734,277.34494,-0.85714245,-0.95107555,14337.869
24/03/2025,20:00,50.4574673,77.35164971,108.6011797,80.02039063,92.06354479,75.48321667,3.136857,285.45923,1.3141621,0.5724929,0,99755.94,1411.3127,48.89586,247.97511,-1.8880167,2.4353857,54491.566,277.22876,-1.3803768,-0.36703777,14387.361
24/03/2025,21:00,52.37094719,78.71036701,112.19828,79.54526146,92.17582708,77.01526146,5.536436,284.55762,1.1178555,0.4755143,0,99806.56,1411.3127,34.437897,247.94684,-2.0734339,2.5666313,54497.5,277.03015,-1.6240892,0.22935677,14419.854
24/03/2025,22:00,56.69923207,81.27524467,115.4448777,79.69234167,91.97900208,80.75458438,4.522963,282.06177,0.097268105,0.006695807,0,99879,1411.3127,31.440989,248.03476,-2.3117294,1.7273928,54504.66,276.95166,-3.3695536,2.0725791,14481.109
24/03/2025,23:00,56.83858891,80.98019501,113.3891739,79.68249271,92.58815729,83.30743646,6.227459,281.8723,0.6223917,-1.0023441,0,99853.81,1411.3127,33.663597,248.10469,-3.0732594,1.8490489,54496.47,277.347,-0.64055634,2.049582,14463.652
25/03/2025,04:00,62.73157825,85.38325945,113.6881407,77.97340938,92.08903229,87.66363021,21.347309,279.8235,0.95975846,-0.075455666,0,99830.125,1411.3127,26.166115,247.9082,-2.5607214,-2.5264616,54449.023,277.19928,-1.3200493,-0.7645912,14427.1
25/03/2025,05:00,63.29422117,86.34805233,116.121657,78.10454792,92.70725208,88.76191563,19.721258,279.53442,1.2140127,-0.58781815,0,99884.25,1411.3127,26.789555,247.77051,-3.7108955,-3.182498,54461.64,277.1237,-1.8152199,-0.6019192,14455.138
25/03/2025,06:00,110.5234787,152.8242575,188.2816485,62.81861667,61.31241458,55.29883854,26.539787,279.7644,0.6185831,-0.89880943,0,99931.94,1411.3127,24.270805,247.75525,-4.6812344,-3.0216656,54473.336,276.96667,-2.235118,-0.13027191,14479.878
25/03/2025,07:00,127.5951441,172.3847287,208.8856359,56.89700729,56.20759896,52.52243646,24.680025,282.17883,0.42280555,-0.8091593,0,99962.625,1411.3127,53.8107,247.88377,-5.14511,-2.3439617,54494.117,276.8198,-2.3180876,0.001642227,14502.074
25/03/2025,08:00,120.2532413,168.4033236,212.3290782,63.41231563,63.25682708,56.24409896,30.056429,284.81116,0.13870198,-0.6252432,0,99986.375,1411.3127,165.35751,247.98207,-5.0225573,-1.5706453,54521.344,276.70728,-2.5471983,-0.30775356,14530.648
25/03/2025,09:00,119.3303077,166.1179736,209.5681468,62.12600833,63.07603854,57.51354688,27.192045,286.83582,0.022339344,0.020568788,0,100019.5,1411.3127,377.61768,247.9568,-4.617178,-1.4013462,54554.645,276.75125,-2.8125057,-0.4481268,14572.368
25/03/2025,10:00,122.5435344,164.6190807,204.7722323,56.41107708,59.86104271,57.55241354,20.662907,288.64758,-0.17534465,0.19615924,6.87E-06,99979.94,1411.3127,575.5896,247.7787,-3.5013628,-3.0201254,54605.07,277.3203,-2.4867334,-0.56901073,14582.3125
25/03/2025,11:00,130.1655172,168.1538203,204.5600569,48.795875,54.87728958,56.28423542,23.767525,289.6703,0.37986892,1.3117263,1.56E-05,99984.19,1411.3127,703.31274,247.65497,-3.8146372,-3.620448,54593.89,277.5467,-1.0902061,-0.3938179,14592.478
25/03/2025,12:00,138.877311,171.972712,201.0034314,29.02637188,36.58693854,43.85269167,16.637266,290.65088,0.62912375,2.1029773,4.96E-06,99929.31,1411.3127,819.5376,247.84018,-5.0805817,-4.381445,54594.1,277.62744,0.25702286,0.3457613,14559.305
25/03/2025,13:00,142.1046584,175.2948874,204.0246245,26.55576354,37.17138021,46.36743021,22.677238,291.30078,-0.11980206,1.6272222,9.54E-07,99874.875,1411.3127,757.26904,248.04773,-5.2114925,-4.2002087,54581.547,277.5542,0.26049614,-1.3693542,14527.223
25/03/2025,14:00,140.0900933,175.9995216,208.3348098,36.83984583,46.67167604,51.18925208,24.919193,291.62476,-0.7828455,1.27878,5.15E-06,99858.31,1411.3127,830.89136,248.07332,-5.2132435,-3.6444988,54606.17,277.9073,-0.20937824,-2.9902964,14526.942
25/03/2025,15:00,140.2766013,173.5741606,203.8659981,21.21289271,26.32611875,35.30523438,17.443436,291.61963,-1.7212658,1.3231037,1.22E-05,99823.69,1411.3127,620.32837,248.26793,-4.9703207,-4.1992674,54599.74,277.6883,-1.2603931,-2.8170786,14493.611
25/03/2025,16:00,137.2400024,170.9953077,201.2107449,29.14573646,33.18723958,37.26850104,12.210404,290.63037,-1.6896029,1.5432422,9.61E-05,99820.5,1411.3127,624.47925,248.23297,-5.3996725,-3.983385,54612.848,278.12262,-1.4061241,-3.3511639,14499.9
27/03/2025,10:00,129.0580257,168.4868253,205.4842769,55.9879625,62.89305104,65.00473333,33.304668,290.4469,0.5191467,-0.0776062,0,99409.75,1411.3127,476.80737,251.3049,-16.36879,0.762125,54516.164,280.1115,-0.48042393,1.2420988,14245.834
27/03/2025,11:00,132.3832607,168.2598716,200.6467648,45.11869583,54.45359167,59.31756354,29.799683,291.88428,0.4982199,0.59317315,0,99369.75,1411.3127,637.0166,251.11688,-15.32309,0.3885908,54517.383,280.05078,1.0070381,1.1471367,14226.082
27/03/2025,12:00,134.8872238,170.0384399,201.6163893,42.41615313,52.10140521,57.0703625,23.172661,292.56274,0.22288752,0.788757,0,99317.19,1411.3127,1081.0212,250.96391,-15.29277,-0.6502123,54521.293,279.64795,1.3055658,-0.04055214,14189.156
27/03/2025,13:00,133.4999443,167.7269598,198.5419331,40.53057083,49.89680729,53.69716771,26.352533,292.91174,-0.22662926,0.59182537,2.29E-06,99266.375,1411.3127,1529.7991,251.2322,-16.752884,-0.69973373,54517.203,279.69702,0.60505486,-0.8414612,14159.218
27/03/2025,14:00,139.7737888,173.3265904,202.0611676,32.80770833,40.5915125,45.65340313,19.356735,293.1223,-0.46322346,1.404482,0,99208.125,1411.3127,1489.4141,251.70535,-16.772003,-0.9304991,54514.434,279.85742,0.36728668,-0.77120495,14120.847
27/03/2025,15:00,134.974501,170.5229433,202.8850218,37.06205208,45.70612188,49.76729688,13.549714,293.10645,-0.5039034,2.8914123,0,99176.25,1411.3127,1095.425,252.04532,-15.743256,-1.6208277,54531.46,280.09338,0.8767824,-1.1188364,14094.859
27/03/2025,16:00,134.7445216,169.5328186,200.822586,32.74828125,39.99852604,42.97693229,9.484799,292.59314,0.098394394,3.4680276,0,99129.94,1411.3127,684.479,252.29367,-14.8810425,-2.017377,54549.85,280.5069,2.1790524,-2.6793308,14043.91
27/03/2025,17:00,136.7970664,169.9478222,198.8793605,30.91910729,38.53116667,43.86676146,6.639359,291.45166,0.38277006,2.8124752,0,99137.94,1411.3127,386.55884,252.20642,-14.290024,-2.681799,54569.797,280.94025,2.5741396,-3.7932186,14040.933
27/03/2025,18:00,140.8578682,173.003085,198.7088227,27.76609167,35.94016042,43.71753646,5.311488,289.45203,-0.6460552,2.0689182,0,99214,1411.3127,151.14508,252.06357,-13.597977,-4.024371,54587.395,280.75784,2.029275,-3.1286354,14090.08
27/03/2025,19:00,124.9472384,159.9964595,192.2817914,39.25940938,45.20156458,46.87922813,4.24919,287.67932,-1.8369007,0.907431,0,99330.94,1411.3127,80.886566,251.99672,-12.959535,-5.0726604,54630.562,280.2129,1.7236261,-1.4462252,14170.674
27/03/2025,20:00,64.692414,91.64459181,117.2147905,73.06122292,85.47402083,72.14415938,3.399352,287.03943,-2.4512749,0.4139384,0,99412.94,1411.3127,102.14253,251.87003,-12.371971,-5.1530046,54651.633,279.80975,1.2677984,0.15354061,14218.87
27/03/2025,21:00,59.42859375,85.72469113,112.8508285,77.16166146,89.72458854,76.77933125,3.332175,286.49133,-2.4335585,0.24944437,0,99471.44,1411.3127,126.38313,251.90028,-11.071394,-3.3861217,54669.098,279.4456,0.3664341,1.0206547,14244.802
