time,R_roi,G_roi,B_roi,R_std,G_std,B_std,S_mean,V_mean,colorfulness,sky_brightness,contrast,gray_entropy,laplacian_variance,mean_gradient_magnitude,local_contrast,B_R_ratio,dark_pixel_ratio,sky_luminance_gradient,image_path,PM25,Unit,T2M,D2M,RH,U10,V10,SP,TP,BLH,TCC,CBH,WS10,GP_500,GP_850,T_500,T_850,U_500,U_850,V_500,V_850,temperature_mean,wind_direction_mean,relative_humidity_mean,wind_speed_mean,wind_gust_max
2025-01-30 05:00:00,88.85271333673991,105.55534491568729,123.9922892181911,30.703824635739256,32.34847176838049,36.67345060638275,0.2991805268762618,0.4891150320117827,25.56386758891903,0.5362196639514262,31.911071679308428,6.741477165877971,3027.368907260654,9.984232382429203,16.656206979898936,1.3954811638986842,0.0727542156361778,-2.9237794949528357,data/raw/images/20250130-0600.jpg,32.4175,ug.m-3,278.0688,276.92947,92.33527863816244,-0.48379517,-1.5473175,100195.22,0.00016212463,32.17615,0.9628296,478.05408,1.6211875931925888,54288.598,14422.008,249.1633,273.21246,6.709015,-1.1124115,17.86029,3.437439,7.3,9.0,85.7,0.7,1.9
2025-01-30 06:00:00,86.02902401635156,103.6673326520184,122.48270311701584,30.757725630582783,32.59076358441216,36.66568797605662,0.3146473992381379,0.4837673910647549,26.902647114947342,0.5259859528890758,32.00750597353724,6.7122774910775265,3092.4989833948493,10.413728474724635,17.762148675395213,1.4237369666079038,0.0752478283086356,-7.489919191946048,data/raw/images/20250130-0700.jpg,27.820152,ug.m-3,278.1311,276.96918,92.1924900671757,-0.66056824,-0.15975952,100239.84,0.0001077652,30.010971,1.0,213.56271,0.6796127602740608,54297.82,14457.02,249.04993,273.24323,6.7930603,-1.159378,17.52385,3.5140228,7.7,78.0,83.3,0.6,2.1
2025-01-30 07:00:00,109.06490546755238,138.37977005620849,165.9147879407256,41.798601706309675,48.89009083294712,52.51628683807107,0.3657888769295733,0.6514549881270855,33.57424829139454,0.7906602943681307,46.876071193726126,6.901205399833279,2151.030431486673,6.994840570312496,13.657903695536708,1.5212481568494858,0.0809453244762391,4.033327626910823,data/raw/images/20250130-0800.jpg,26.367847,ug.m-3,278.46515,277.0938,90.8676179364443,-0.5478668,0.0771637,100289.72,1.1444092e-05,30.922157,0.99069214,489.23322,0.5532741338070396,54314.934,14493.395,248.87712,273.25214,7.0771027,-1.1093445,16.586227,3.5017548,8.0,76.0,80.0,1.3,2.5
2025-01-30 08:00:00,108.53710270822688,140.50866121614715,169.75840572304548,39.23865657273824,47.040149754307855,52.10799491925189,0.3778775094177367,0.6663993707856163,34.50718814774139,0.807864859178214,45.02557403564588,6.996488382471971,2234.9909995438934,6.909407302635099,13.089182526665532,1.5640587404966673,0.062657128257537,-12.520239379218438,data/raw/images/20250130-0900.jpg,25.666552,ug.m-3,279.23944,277.44934,88.29897407022341,-0.7077942,-0.29353333,100357.04,4.6253204e-05,33.07708,1.0,488.9948,0.7662469871878969,54349.285,14542.102,248.7611,273.06235,7.333023,-0.88619995,14.747543,3.353714,8.1,84.0,78.3,1.0,2.3
2025-01-30 09:00:00,119.52747061829332,147.47692897291773,171.25336739908022,45.17792233966441,50.943987036728174,52.98114149649149,0.3278792479826283,0.6721789854419029,28.96870530947298,0.8169981263839211,49.240044473631905,6.850208182480886,2462.1390653799185,6.994877340582756,13.566012753727886,1.432753199582199,0.0636688809402146,-4.480086998316979,data/raw/images/20250130-1000.jpg,23.92489,ug.m-3,280.11835,278.1259,87.1408031950445,-0.746994,-0.6810913,100411.25,6.246567e-05,69.015656,1.0,493.2115,1.0108834724990263,54378.055,14580.141,248.53726,272.86713,7.687332,-0.623291,11.896133,3.3690948,8.5,57.0,75.6,0.7,2.0
2025-01-30 10:00:00,111.42988247317322,139.5511037301993,163.5540112416965,42.71940515907384,48.788516847154625,51.13054749940627,0.3444918659993248,0.6418290099892794,28.87004202614657,0.7805991964491471,47.03784785049139,6.8414684644437855,2377.251339854062,6.912350806138459,13.353718198230393,1.4677751258805918,0.0778385283597342,-3.5926220416435797,data/raw/images/20250130-1100.jpg,22.967737,ug.m-3,281.33203,278.86902,84.46567903932564,-0.54759216,-0.70588684,100469.69,6.2942505e-05,138.3955,1.0,532.16077,0.8933831230657154,54423.605,14636.707,248.31813,272.7384,8.673172,-2.956787,12.332977,3.5367737,8.9,56.0,72.1,0.5,2.0
2025-01-30 11:00:00,123.11732754215636,150.0971946857435,172.20737353091465,48.03363181773751,52.72806328165533,53.42342918319976,0.314083004087406,0.6757214824611503,28.992357781772583,0.8207410702656129,51.14676710487347,6.828738357684883,2488.316765046019,7.1142415077487975,14.259055647721937,1.3987257161119238,0.0649770056208482,5.029648979980881,data/raw/images/20250130-1200.jpg,30.990562,ug.m-3,281.98468,279.35144,83.55400214868536,-0.22660828,-0.26478577,100516.66,4.720688e-05,152.79546,0.99401855,527.7749,0.3485151597263041,54461.652,14671.68,248.14967,272.41913,9.249283,-2.7784271,9.908432,3.7843628,9.7,88.0,68.7,0.6,1.8
2025-01-30 12:00:00,120.6777567705672,144.8738221768012,163.35414409810934,53.7445397340744,54.552270026119125,51.49557351278864,0.3044786670718558,0.6417049906319197,29.65121169762588,0.7904623122626669,53.61337896334174,7.193456424453023,1641.3693589749716,6.3275390696291645,13.652081143814398,1.3536392050694095,0.0837864077669903,18.679933151340435,data/raw/images/20250130-1300.jpg,24.481997,ug.m-3,282.57922,279.72058,82.34026949746183,-0.41030884,-0.9187317,100472.72,2.0503998e-05,240.74092,0.9633179,490.02078,1.0061914732132426,54472.492,14642.852,248.15482,272.5805,9.353989,-2.2934265,8.09697,3.4024658,9.9,354.0,69.3,,1.7
2025-01-30 13:00:00,139.9609862033725,168.9912570260603,191.3680889115994,58.14975842910813,61.26525513844032,58.708647248108825,0.3046434821974782,0.7504695462242127,27.782029773601188,0.9114049315178296,59.8629750579874,7.075937428387363,1133.1556668619212,4.66643396177259,11.898399205258483,1.3672959353561074,0.0379713847726111,-4.092523833947815,data/raw/images/20250130-1400.jpg,27.99847,ug.m-3,283.4688,280.05515,79.38098824925156,0.08505249,-0.8855438,100437.97,4.7683716e-06,334.8505,0.73876953,454.9942,0.8896188778199573,54470.473,14622.727,248.25516,272.86084,9.292908,-1.0576935,7.5489655,2.9160614,10.5,339.0,67.0,0.4,2.5
2025-01-30 14:00:00,120.9873019928462,148.94722023505366,169.0571640265713,52.69206546658288,56.834588984592486,57.52317999395938,0.3131375069292842,0.6629861031791359,30.25333889310926,0.8142527077259112,55.38517096642719,7.414432481170754,1151.1977758877465,4.465771051427362,11.099409622071851,1.3973132704393567,0.0787276443536024,12.543739652690077,data/raw/images/20250130-1500.jpg,20.972424,ug.m-3,284.1416,280.37976,77.61100409432255,0.4453125,-0.6885681,100423.05,4.7683716e-07,416.79382,0.71502686,1434.6792,0.8200178357778933,54493.664,14621.219,248.37111,273.2025,9.643448,0.13095093,7.2565155,2.928833,11.6,282.0,62.2,0.5,2.7
