Model,Feature Set,Variables,CV MAE,CV MAE Std,CV RMSE,CV RMSE Std,CV R2,CV R2 Std,CV MAPE,CV MAPE Std,CV SMAPE,CV SMAPE Std,CV NRMSE,CV NRMSE Std
Mean Baseline,No image information,1,8.23260062015666,0.38021886101669544,11.488540416866531,0.8086272453352623,-0.015752129796221804,0.02193579225595263,105.21425200172555,27.661391518524287,56.03764849806909,3.877804086455274,78.34376527065557,3.16359738046262
