Test MAE,Test RMSE,Test R2,Strategy,Train samples,Test samples,Baseline RMSE,Baseline R2
5.159205710040932,6.623761893738071,0.5896698210831106,Month-weighted date-grouped random,2544,636,10.595490944419174,-0.04994416461663409
3.963206343988639,5.2545938773092375,0.8281575601310972,Standard row-wise random,2544,636,12.738778747041412,-0.009968220880756773
3.69331675451058,4.84661966438727,-0.005470132244967285,Temporal hold-out,2451,729,6.926773723637212,-1.0537770465877139
10.764164515794983,13.392824397489694,0.19727219637587678,Seasonal hold-out: Winter,3074,106,26.438018529402626,-2.1281081647630455
10.260404989258102,13.327813347058532,-0.13967933855568537,Seasonal hold-out: Spring,1139,2041,12.551149820732332,-0.01072241796860074
4.886928519780125,5.972648998909555,-0.18270526307444812,Seasonal hold-out: Summer,2207,973,8.136619834157688,-1.194980133043499
15.163014923018109,18.5959660945683,-1.9091096632960975,Seasonal hold-out: Autumn,3120,60,18.428880115604123,-1.8570674363284496
