Fold,MAE,RMSE,R2
1,5.470188395824112,7.389364559202787,0.6165409649785374
2,9.47994637403341,15.89412809239353,0.4011598479401348
3,6.649370042934915,8.468956914140245,0.6199302965947122
4,5.853199413346487,7.362274665776692,0.5474911361019554
5,5.5141610349360715,7.835088538868227,0.6073206005866347
