Fold,MAE,RMSE,R2,MAPE,SMAPE,NRMSE,Best Epoch,Train Time (s)
1,5.168586401906732,7.3597054845863275,0.6337587054767342,71.30737001067726,40.473359957558195,50.125124105522296,4,5.271362334002333
2,4.347904014260801,5.7855744178706825,0.7492869247398128,58.42995486002711,35.86504232508785,39.20586714273232,26,13.148278125001525
3,4.193286789513622,5.673862718068415,0.73793028315992,36.3044241877748,32.41946037255635,38.90468923211037,24,9.054113665999466
4,5.131919828721279,6.583097745502862,0.7043739237993473,53.892471062784495,35.620323844737904,40.025449645556236,39,12.75624608400176
5,4.14837470902886,5.291238210620203,0.7260250896368321,58.16090874770116,38.686160327265675,40.83284493795993,27,10.609368792000168
